ID,Condition,Overlap level,Question,Answer Time,Distance Estimation,Estimation Time
0,3,overlap-30,Possible,12.40606,167.4343,5.613599
0,3,overlap-75,Impossible,4.133593,165.4032,2.880551
0,2,overlap-75,Impossible,4.027388,175.2955,1.801411
0,2,overlap-45,Impossible,6.633012,164.6058,1.330227
0,1,overlap-75,Impossible,4.893821,132.1353,2.114147
0,3,overlap-15,Possible,5.209848,142.7982,2.224854
0,2,overlap-30,Impossible,4.07666,141.4314,2.047653
0,2,overlap-45,Impossible,46.84204,197.5751,55.41947
0,2,overlap-75,Impossible,6.266615,223.0198,9.531987
0,2,overlap-45,Possible,2.749913,189.1126,5.733473
0,2,overlap-30,Possible,1.885176,168.7441,7.878125
0,3,overlap-15,Possible,2.192767,153.3854,4.067175
0,3,overlap-15,Possible,2.216588,160.2698,5.082534
0,2,overlap-15,Possible,2.31068,156.0136,5.110872
0,2,overlap-0,Possible,1.835764,128.2297,3.54694
0,2,overlap-0,Possible,2.826533,123.2377,5.590517
0,2,overlap-60,Impossible,3.111074,201.8343,5.58863
0,1,overlap-30,Impossible,1.718129,190.2195,4.579812
0,2,overlap-60,Impossible,1.906219,175.5547,6.025237
0,3,overlap-45,Impossible,1.68091,196.7265,5.132271
0,1,overlap-45,Impossible,1.648327,188.5724,5.066033
0,1,overlap-60,Impossible,2.238606,179.5506,3.529015
0,2,overlap-75,Impossible,2.008228,169.6754,4.045692
0,3,overlap-0,Possible,1.748213,123.1269,3.714225
0,2,overlap-75,Impossible,1.721253,161.6121,6.528961
0,3,overlap-60,Impossible,1.632085,214.004,10.79942
0,2,overlap-45,Impossible,3.169084,189.152,7.796536
0,1,overlap-45,Impossible,2.594364,179.7554,3.15088
0,3,overlap-75,Impossible,1.854853,189.1904,6.056887
0,3,overlap-45,Impossible,1.745681,214.9138,2.301889
0,2,overlap-15,Possible,1.904768,116.7952,6.636294
0,1,overlap-60,Impossible,1.182635,144.5409,2.879262
0,2,overlap-0,Possible,1.39653,125.0218,6.49639
0,1,overlap-30,Impossible,1.896792,119.2294,6.153929
0,1,overlap-45,Impossible,1.802256,138.7764,6.786952
0,3,overlap-60,Impossible,1.826872,195.7085,0.0319626
0,3,overlap-30,Possible,3.508424,178.2611,5.638955
0,1,overlap-0,Possible,1.75365,126.754,6.803964
0,1,overlap-15,Possible,3.208295,144.6936,6.270665
0,2,overlap-75,Impossible,1.126293,114.6415,4.422725
0,1,overlap-60,Impossible,2.010799,130.2082,2.528091
0,3,overlap-15,Possible,2.495563,148.224,5.364919
0,2,overlap-0,Possible,1.668754,108.8413,6.818614
0,1,overlap-15,Possible,1.848749,125.0171,5.644553
0,3,overlap-30,Impossible,2.293048,165.9677,8.541783
0,1,overlap-0,Possible,2.002512,132.1262,6.862962
0,2,overlap-30,Impossible,3.051073,133.118,8.30942
0,1,overlap-15,Possible,2.589156,117.6209,9.255379
0,3,overlap-75,Impossible,2.355554,235.5533,7.079049
0,2,overlap-60,Impossible,2.465597,139.7406,7.667162
0,3,overlap-0,Possible,2.358931,136.7108,6.433171
0,2,overlap-30,Impossible,2.753508,133.6457,4.24318
0,3,overlap-75,Impossible,2.292392,190.6605,7.685773
0,2,overlap-45,Impossible,2.183164,157.6307,4.41638
0,1,overlap-60,Impossible,1.872374,145.4097,6.614511
0,1,overlap-0,Possible,1.692217,113.3642,5.183332
0,3,overlap-0,Possible,1.830771,119.8347,5.426103
0,1,overlap-0,Possible,2.061105,123.7331,4.128581
0,3,overlap-30,Impossible,1.93304,223.4444,3.570841
0,1,overlap-0,Possible,2.160214,135.1143,7.855397
0,2,overlap-75,Impossible,2.811173,107.8742,4.81143
0,2,overlap-60,Impossible,2.043852,143.2707,5.123805
0,1,overlap-30,Impossible,2.195072,131.4058,4.59666
0,3,overlap-30,Impossible,2.126081,207.3315,6.484126
0,2,overlap-15,Possible,1.655933,149.2221,8.163465
0,1,overlap-45,Impossible,2.732779,153.8849,4.682016
0,3,overlap-15,Possible,1.873124,165.4847,2.73121
0,3,overlap-30,Impossible,1.945593,193.682,2.772141
0,1,overlap-30,Impossible,1.555878,148.7992,6.476947
0,1,overlap-75,Impossible,1.145519,119.5837,5.140581
0,3,overlap-0,Possible,1.781241,132.9348,5.323777
0,1,overlap-15,Possible,1.97643,146.6527,5.947045
0,3,overlap-60,Impossible,1.411609,224.5836,4.832483
0,3,overlap-45,Impossible,2.553711,216.0739,2.747247
0,1,overlap-75,Impossible,2.959009,223.7651,5.530962
0,2,overlap-45,Impossible,1.675543,200.6624,1.853242
0,3,overlap-60,Impossible,1.143217,241.174,2.589956
0,3,overlap-15,Possible,1.800269,175.485,2.807387
0,1,overlap-75,Impossible,1.391415,218.8772,4.934694
0,3,overlap-75,Impossible,2.559344,205.5546,8.415484
0,1,overlap-45,Impossible,1.120557,153.1066,7.703115
0,2,overlap-15,Possible,2.469008,137.2945,6.399844
0,2,overlap-30,Impossible,1.89055,163.5484,8.846138
0,2,overlap-60,Impossible,1.806109,169.3605,7.867686
0,3,overlap-75,Impossible,1.936686,160.7482,5.59562
0,3,overlap-45,Impossible,1.635563,164.9562,7.4892
0,2,overlap-15,Possible,1.4595,123.2677,6.574405
0,1,overlap-15,Possible,4.222278,149.3447,7.991791
0,1,overlap-30,Impossible,4.007738,148.8692,3.959606
0,1,overlap-60,Impossible,1.614201,167.929,3.446006
0,2,overlap-0,Possible,2.447065,159.1544,2.603941
0,3,overlap-0,Possible,2.217952,132.7391,2.204864
0,2,overlap-30,Impossible,1.125479,178.7064,7.69328
0,1,overlap-75,Impossible,1.748492,182.6545,6.951835
0,3,overlap-60,Impossible,1.913548,228.4721,4.831452
0,3,overlap-45,Impossible,2.337982,225.5928,3.88698
0,1,overlap-75,Impossible,2.344194,176.7293,5.654726
